Daily glucose fluctuation may have an effect on coronary plaque vulnerability in patients with CAD pre-treated with lipid-lowering therapy.,2,press
Two regimens increased the cholesterol efflux capacity of HDL comparably.,3,press
"Hypomotility of the esophageal body is the most common dysmotility, especially from the absence of significant waves.",0,press
Additional studies are needed to clarify the mechanisms and possible concomitant factors underlying the obesity paradox in NSCLC.,0,press
The STAMP may be an alternative method for assessing nutritional status in Chinese children with SCI.,0,press
Duodenal switch is also associated with a higher morbidity rate than gastric bypass.,1,press
"The adverse effect of high BMI on PF trajectories appeared to be more pronounced in men than in women, making more extremely obese Russian men  an important target population to prevent/slow down the process of decline in PF.",1,press
Whole-mouth mean and worst-site ACH were associated with increased lung cancer risk.,1,press
"Gain in IGF-I SDS is greater in obese children, and is likely to be related to relatively higher doses of rhGH.",1,press
"""Follistatin is elevated and activins A and B are not different between PCOS and controls.""",1,press
"For children under 143 cm in height, the Broselow-Luten tape outperforms other weight estimation methods, accurately estimating weight in approximately three out of four children.",0,press
"Although lower plasma arginine concentration at time of admission was associated with PU development, the AUC for arginine was not significantly different from 0.50.",1,press
"For Medicare beneficiaries with nonmetastatic breast cancer, residence in regions with higher breast cancer-related expenditures was not associated with better survival.",1,press
"Further study should also investigate the etiologic role of diet in AP and the molecular mechanisms behind  the development of AP to establish whether AP is caused by exposure to polycyclic aromatic hydrocarbons.""",0,press
"Further research, as well as effective, targeted parent health literacy strategies used to improve epilepsy management and care in children, is recommended.",0,press
"Health practitioners should take possible Internet addiction, online activities, and physical activities into consideration in follow-up of obese adolescents.",0,press
"Fibrinogen alone was a weak discriminator of prevalent  CVD disease but in conjunction with an increased total:HDL-cholesterol ratio, was associated with the prevalence of CVD complications.",1,press
"""The prevalence of overweight and obesity is about 70% among Chinese adults.""",0,press
"""Weight loss of 5% to 10% has an efficacy similar to that of other  nonsurgical treatments and should be considered a first line therapy for incontinence.""",3,press
Further work is needed to examine the potential relation of reverse cholesterol transport and whole body cholesterol metabolism to coronary events and the treatment of atherosclerosis.,0,press
Repeated epinephrine administration improved CPC 1-2 outcome when epinephrine was administrated within 20min after an emergency call for witnessed cardiogenic OHCA.,3,press
Advances in knowledge: MR lesion characteristics may not be helpful in determining whether small lesions on MR are benign or malignant.,2,press
"With the use of molecular subtype classification including the Ki-67  proliferation index, suspicious nodes detected in luminal B tumors by MRI are likely to have positive findings and warrant preoperative tissue sampling.",1,press
Our data cannot therefore support extension of current use of bevacizumab in MBC.,0,press
Some of the opportunities may be related to differences  in hospital coding practice.,1,press
MOM biomarkers hold promise as objective research outcome measures and for point-of-care testing to identify and proactively manage mothers at risk for compromised lactation.,0,press
This study demonstrated that SCAP rs12487736 and rs12490383 were significantly associated with SBP and SHBP in overweight/obese Chinese children.,1,press
Continued research defining the role of MT intervention in improving the patient experience by reducing anxiety is warranted.,0,press
Familial clustering among the husbands relatives demonstrates the fetal genomes importance in genesis of pre-eclampsia.,3,press
DM and metabolic syndrome (MetS) have negative influence on fertility.,3,press
This study shows that different living conditions significantly affect the PCOS phenotype.,3,press
"Although artificially sweetened beverages and fruit juice also showed positive associations with incidence of type 2 diabetes, the findings were likely to involve bias.",1,press
"These observations suggest that OSA responds early and out of proportion to weight loss after metabolic and or bariatric surgery, thus weight independent factors may at least in part be responsible for early improvement in  OSA postoperatively.",2,press
"""The children who were overweight at 13 years of age gained more weight than their normal-weight peers by the age of 2 or 3 years onward.""",1,press
"In long-term home PN patients, higher zinc and selenium doses may be necessary to maintain their normal serum concentrations.",2,press
"TRIAL REGISTRATION NUMBER: NCT00770276, Results.",0,press
TRIAL REGISTRATION: This study used an observational prospective design.,0,press
This suggests that TNP may play a role in enhancing  wound healing.,2,press
Registered: 27 February 2017 (retrospectively registered).,0,press
"Overall, the findings of this study suggest that important gait and plantar pressure measurements can be reliably acquired.",0,press
"Furthermore, this study showed that an inertial sensor can be used to quantify important variables during thoracic manipulation and are able to detect intertherapist differences in technique.",0,abstract
"""These improvements were greater with a low-fat vegan diet.""",1,abstract
"""Diabetes is associated with less frequent use of HRT; conversely, osteoporosis/osteopenia is associated with more frequent HRT use.""",1,abstract
"â€œMetformin decreased the BMI z score and improved inflammatory and cardiovascular-related obesity parameters only in prepubertal children, but a differential effect of metformin was not observed in prepubertal compared to pubertal children.",3,abstract
"There is CBC and biochemical evidence to support the concern that obesity influences laboratory values, even in dogs considered clinically healthy.",3,abstract
The results suggest that the IL-33 rs7044343 T allele could be a susceptibility marker for premature CAD and central obesity.,1,abstract
"Nurses working in breast cancer care must address the decision-making process of patients diagnosed with breast cancer, including the choice to undergo breast reconstruction after mastectomy.",0,abstract
""" PU incidence is related to severity of the patients condition and predicted by Braden Scale score.",1,abstract
"However, resolution of pain among residents experiencing moderate-to-severe pain was still problematic.",0,abstract
We report a new mathematical model predictive of GCV in women in the third trimester of pregnancy.,1,abstract
Well designed prospective studies are needed to further clarify this relationship and its consequences for clinical practice.,0,abstract
This systematic review identified limited evidence that women with increased body size are more likely to present with DFM but do not have impaired  perception of fetal movements.,1,abstract
"Circumferences and skinfolds demonstrated less reliability and lost precision over time, probably as a result of insufficient supervision over the entire length of the study.",0,abstract
"While the  Romanian iodine fortification programme reflected onto its UI levels, a representative assessment of iodine status in Cyprus will address the necessity of an iodine fortification programme.",0,abstract
"The prevalence of diabetes mellitus, hypertension and hypercholesterolemia in adults living with HIV in this study was considerably high, with most of these diseases newly identified through active screening in the survey.",0,abstract
"Micronutrient status shows differing relationships with age, gender and BMI.",1,abstract
"""Because of founder effects, registry-based prevalence studies probably need to be very large and they should also include prospectively collected phenotypes  and extensive mutation screening to establish the true prevalence of MODY.""",0,abstract
"Hormone therapy use was strongly associated with risk of luminal-like breast cancer, and less so  with risk of HER2-positive or triple-negative cancer.",1,abstract
The findings of this study demonstrate the benefits of treating diabetic foot infections at a specialized wound department with a multi-disciplinary team.,3,abstract
"In the present study, almost one out of six beedi rollers displayed clinical signs of potential TON.",0,abstract
There are significant age differences in adherence.,1,abstract
"Thus, surgeons should carefully interpret the histopathology reports  based on unusual or exceptional findings corresponding to the cholecystectomy specimens.",0,abstract
Neuropathy appears to be associated with the length of exposure to new AEDs.,1,abstract
""" Sexual function and satisfaction were affected to a greater extent than body image.",3,abstract
Metformin treatment is associated with a significant reduction in OM irrespective of diabetes status in patients with EC.,1,abstract
This study is the first to contrast the associations of HDL-2 and HDL-3 with CAAD.,1,abstract
Thirty-seven percent of assessed subjects were diagnosed with sarcopenia.,0,abstract
"The relationship between IOP, glaucoma, and  obesity deserves further study.",0,abstract
Adequate evidence-based public health strategies are needed to reduce the vulnerability of mothers to food insecurity in LMIC settings and alleviate their risk of a high burden of nutrient insecurity and obesity.,0,abstract
Diabetes mellitus and first-degree family history of cancer are associated with an increased risk of sporadic PNET.,1,abstract
The incidence of falls and poor quality of life may be partially associated with the presence of depression.,1,abstract
Few events during this long-term follow-up preclude identifying specific features of patients at risk of relapse and illustrate the need for a large data-base.,0,abstract
"These results are probably related with increased androgens,  their effects on insulin resistance and lipid profile, increased BMI and blood pressure.",1,abstract
"Given the recent focus on long-term outcomes and immunosuppression withdrawal in these  children, longitudinal studies are warranted to investigate whether IGT is reversible with calcineurin inhibitor minimization.",0,abstract
""" Telmisartan improved the hyperglycemia-induced cardiac fibrosis through the PPARÎ´/STAT3 pathway.",3,abstract
"However, we analyzed a relatively small, homogenous sample of older adults with and without type 2 DM and factors such as  peripheral neuropathy and the use of multiple comparisons complicate interpretation of the data.",0,abstract
Interventions focusing on improving these  variables are required to confirm the findings of this study.,0,abstract
This first-ever pediatric HoFH statin trial demonstrated safe and effective LDL-C reduction with rosuvastatin 20\\xa0mg alone or added to ezetimibe and/or apheresis.,3,abstract
This study indicated that nearly half of the children under five years in the study area were stunted.,0,abstract
The influence of dietary counseling on learning which foods are consumed still requires further exploration.,0,abstract
Primary care nurses play a pivotal role in self-management support for patients with a chronic condition.,3,abstract
Novel EN formulas with a lower nonprotein energy-to-nitrogen ratio may help to optimize protein delivery without the harmful effects of energy overfeeding.,2,abstract
"Moreover, its graphical representation may be helpful for clinical decision making.",2,abstract
"The discrepancy between the adherence rates may point to gaps in the provision or uptake of screening services in Indigenous communities, or a lack of awareness of the guidelines.",0,abstract
Obesity is predictive of an increased risk for cardiovascular and respiratory complications following trauma.,1,abstract
Rates of PTMS were comparable between EVR-containing and TAC control regimens.,1,abstract
"Nevertheless, these results should be confirmed with further studies.",0,abstract
""" L-trp is a luminal regulator of CCK release with effects on gastric  emptying, an effect that could be mediated by CCK.",3,abstract
"However, use of actual body weight in morbidly obese patients appears to be safe.",0,abstract
GTF is well tolerated and helps with catch-up growth and puberty.,3,abstract
LIMITATIONS: The heterogeneity of the study group (different diseases at different stages) could influence the generalizability of our findings.,0,abstract
"Low educational level is confirmed as an independent risk factor, but belonging to a family that receives government assistance can be interpreted as a social marker of families and/or areas lacking of government intervention to increase access to breast cancer control programs.",1,abstract
"The self-monitoring behaviors of self-weigh-in, daily steps, high-intensity activity, and persistent food logging were significant predictors of weight loss during a 6-month intervention.",1,abstract
Effective health education programmes should be developed to promote EMS transport for patients with stroke symptoms.,0,abstract
"This study provides new evidence to the  function of HIF3A gene, which would be helpful for future risk assessment and personalized treatment of liver diseases.",0,abstract
"High-quality images of the aqueous outflow pathway can be obtained with a clinical device, avoiding postacquisition processing.",0,abstract
Cross-cultural communication and team-based care were reported as fundamental to successful preconception care in women with T2DM.,3,abstract
Nutritional screening in all pediatric SCI patients should be performed periodically.,0,abstract
Correlations appear to be more complex in AMD and RVO.,1,abstract
"""The results are consistent with gastrointestinal motility effects of TZP-101, supporting further  investigation of TZP-101 in the management of severe gastroparesis.""",3,abstract
"Patients with severe nutritional depletion or high surgical risk may benefit from mesenteric stenting for CMI, but close follow-up is required.",2,abstract
We support its use for at least 1 week after discharge.,0,abstract
Dietary habits with high TAC showed a stronger inverse association with frailty in elderly Japanese women than the individual foods examined.,1,abstract
"In a real-world setting, APR rates with ZOL and IBN may be higher than reported in randomised controlled trials and may differ by compound, prior BP exposure, and serum 25(OH)D levels.",1,abstract
"""Genotyping these variants may help to achieve the benefits of statin therapy more safely and effectively.""",2,abstract
"One of the mechanisms by which TMD, particularly if supplemented with virgin olive oil, can exert health benefits is through changes in the transcriptomic response of genes related to cardiovascular risk.",3,abstract
A rate of SM up to 38% of the code stroke system confirms the difficulty to distinguish clinically a stroke from another diagnosis.,0,abstract
We find that low haemoglobin levels among our sample population are associated with significant cognitive and psychomotor delays that could eventually affect childrens schooling performance and labour force outcomes.,1,abstract
Cancer 2017;123:1424-1433.Â© 2016 American Cancer Society.,0,abstract
Patients with pre-neoadjuvant therapy proven axillary disease may be a candidate for SLNB as opposed to planned ALND with good multidisciplinary review  of their response and localization of previously positive lymph nodes.,0,abstract
The lack of statin-OxPL-apoB treatment interaction suggested that\\xa0OxPLs might be statin-independent therapeutic targets to reduce risk of cardiovascular events.,2,abstract
"However, poor developmental outcomes were observed, despite increasing the intake of natural proteins.",0,abstract
Patients with FPG-CV higher than 34.6% or HbA1c-CV higher than 8.4%  exhibited an increased risk of COPD.,1,abstract
"TRIAL REGISTRATION NUMBER: ISRCTN44149146.""",0,abstract
"An intensive, medically supervised exercise intervention for obese women from early pregnancy did not improve maternal glycemia.",3,abstract
"Per 1,000 women screened, 2.1 cases of cancer were detected.",0,abstract
"""Amelioration of hyperinsulinemia and hyperandrogenemia with dietary intervention or metformin treatment improves significantly the clinical features  and reproductive function in overweight PCOS women.""",3,abstract
MISC was effective in teaching Ugandan caregivers to enhance their childrens cognitive development through practical and sustainable techniques applied during daily interactions in the home.,3,abstract
"Despite routine oral VtD supplementation, most patients did not achieve satisfactory status.",0,abstract
The advent of genetic diagnosis will redefine the syndrome with likely effects on the prognosis of the defined group.,0,abstract
"In addition, it is planned that they will guide establishment of a national policy for the diagnosis and treatment of FH in Turkey.",0,abstract
A better management of acute malnutrition in our region should be based on the establishment of specialized and well equipped units for the treatment of malnutrition associated with severe infections.,0,abstract
"Independent prognostic factors for MSS were SN status, Breslow thickness and ulceration.",1,abstract
"In such cases, competing causes of pain should carefully be taken into account when considering treatment with TNFi.",0,abstract
"Risks of CVD events and mortality increased exponentially with eGFR  drop, while UACR showed positive predictive linear relationships, and the risks started even in high-normal albuminuria.",1,abstract
They also indicate that LIBRA may provide a valid fully automated alternative to the more labour-intensive Cumulus.,0,abstract
"Non-mass enhancement in the setting of a known index cancer, older age, a landmark, and larger lesion size is more likely to be malignant.",1,abstract
Our findings show that patients with SCD commonly have multiple nutrient insufficiencies/deficiencies and support the growing evidence for the link between low zinc and increased VOC.,1,abstract
We revealed sex dependent differences in the distribution of tested loci which are associated with BMI in the population of Poles.,1,abstract
"Breast cancer survivors experience substantial unmet needs years after end of treatment, particularly among younger women and women having clinical FCR.",0,abstract
""" These results suggest that maternal eating and emotion responsiveness are important for understanding the interpersonal context of feeding behaviors, and child weight outcomes.",0,abstract
He achieved higher progression free survival with endocrine therapy creating the rationale for last line treatment with everolimus and exemestane combination.,0,abstract
We have noted that the implication of C3435T variant on the risk of  breast cancer was ethnicity-dependent.,1,abstract
Our study further confirms previous data on the ability of the CT-proAVP to predict patient severity in severe sepsis and septic shock.,1,abstract
"Therefore, especially in high-risk patients, the choice of statin should be based on baseline cholesterol levels and expected reductions in these levels, and treatment should  be adapted if targets are not met.",0,abstract
This suggests that TNP may play a role in enhancing  wound healing.,2,abstract
"""Follistatin and activin A are related to metabolic parameters in women with and without PCOS.""",1,abstract
Cancer 2017;123:3825-34.Â© 2017 American Cancer Society.,0,abstract
This study suggests that known genetic risk variants contribute a significant but small amount to overall T2D risk variation in Malaysian population groups.,3,abstract
These results indicate that conventional lipid therapy may have additional effects on HDL functions with changes in HDL proteins.,2,abstract
